期号,开奖日期,开奖星期,红球,蓝球,一等奖注数,一等奖金额(元),二等奖注数,二等奖金额(元),总销售额(元),奖池金额(元),开奖公告
2022051,2022-05-08,星期日,"02,05,11,17,21,33",01,5,9343551,114,238133,389679034,1951616776,"河北1注,辽宁1注,贵州1注,云南1注,深圳1注,共5注。"
2022050,2022-05-05,星期四,"03,05,08,14,27,33",08,16,6080345,141,153240,363371278,1916892944,"北京2注,辽宁1注,黑龙江1注,江苏1注,山东1注,重庆1注,河南7注,广东1注,四川1注,共16注。"
2022049,2022-05-03,星期二,"02,04,07,18,25,26",10,0,0,127,175848,337463590,1949357745,共0注。
2022048,2022-05-01,星期日,"05,07,17,20,26,31",14,4,10000000,180,165454,357972850,1882359418,"辽宁1注,江西1注,广东1注,贵州1注,共4注。"
2022047,2022-04-28,星期四,"03,07,08,14,27,30",09,21,5625122,128,128199,360230056,1833014021,"上海1注,浙江2注,福建4注,江西1注,山东2注,重庆1注,湖北1注,湖南1注,四川2注,贵州5注,深圳1注,共21注。"
2022046,2022-04-26,星期二,"02,11,24,25,27,30",14,9,7489274,132,212154,358743356,1901913181,"黑龙江1注,江苏1注,浙江3注,江西1注,河南1注,贵州1注,青海1注,共9注。"
2022045,2022-04-24,星期日,"03,12,17,18,19,28",04,7,7472273,182,118859,389120778,1885303642,"辽宁1注,浙江1注,安徽1注,江西1注,山东2注,湖南1注,共7注。"
2022044,2022-04-21,星期四,"01,07,08,21,23,29",06,11,6476085,123,165009,362459788,1872712376,"河南1注,湖南6注,陕西1注,新疆3注,共11注。"
2022043,2022-04-19,星期二,"02,17,20,23,25,27",08,9,6718875,54,358098,350215018,1883060805,"浙江1注,江西1注,山东2注,广东2注,贵州1注,云南2注,共9注。"
2022042,2022-04-17,星期日,"05,10,11,21,22,30",13,10,7059021,175,147072,376726628,1885518647,"北京1注,山西1注,江苏2注,浙江1注,四川3注,陕西2注,共10注。"
2022041,2022-04-14,星期四,"05,07,21,22,24,29",14,4,10000000,57,504454,348280000,1878895566,"辽宁1注,黑龙江1注,重庆2注,共4注。"
2022040,2022-04-12,星期二,"03,12,14,16,31,33",12,15,5830283,119,130821,343211044,1832633915,"北京1注,内蒙古1注,江苏1注,安徽1注,江西1注,山东1注,重庆2注,湖北4注,广东1注,贵州1注,陕西1注,共15注。"
2022039,2022-04-10,星期日,"02,06,07,10,15,20",05,5,9112790,177,145225,375104494,1873384741,"北京2注,浙江1注,福建1注,山东1注,共5注。"
2022038,2022-04-07,星期四,"09,12,13,16,24,32",04,5,8932134,67,366803,348860576,1841833878,"安徽1注,江西1注,山东1注,重庆1注,广东1注,共5注。"
2022037,2022-04-05,星期二,"01,10,13,20,22,32",14,3,10000000,74,372366,332623306,1812767035,"浙江1注,福建1注,重庆1注,共3注。"
2022036,2022-04-03,星期日,"02,03,14,16,26,31",02,7,8039081,110,241745,362126634,1760101650,"北京1注,山东1注,重庆1注,广东4注,共7注。"
2022035,2022-03-31,星期四,"08,12,13,19,23,25",15,8,7126487,169,125827,353577746,1736599330,"河北1注,浙江1注,福建1注,山东1注,河南2注,四川1注,贵州1注,共8注。"
2022034,2022-03-29,星期二,"14,17,26,31,32,33",10,9,7033420,49,466856,361289854,1729816605,"辽宁6注,吉林1注,江西1注,山东1注,共9注。"
2022033,2022-03-27,星期日,"05,12,19,22,25,26",05,11,6853773,192,132757,392018786,1724489453,"河北2注,浙江1注,山东1注,河南2注,湖北1注,海南1注,四川1注,贵州1注,云南1注,共11注。"
2022032,2022-03-24,星期四,"04,10,11,14,23,32",07,7,8228322,54,523107,365937174,1723412804,"上海1注,安徽1注,四川5注,共7注。"
2022031,2022-03-22,星期二,"01,10,11,22,26,32",07,28,5507246,296,59978,353060708,1696267600,"山西2注,江苏1注,浙江4注,安徽2注,河南3注,湖北1注,广东1注,贵州1注,云南12注,陕西1注,共28注。"
2022030,2022-03-20,星期日,"12,23,24,26,27,30",05,18,5942310,55,385490,376910184,1797209652,"浙江1注,山东5注,广东12注,共18注。"
2022029,2022-03-17,星期四,"03,08,10,13,26,32",08,10,6314985,105,156545,354275468,1840565291,"天津1注,山西1注,江苏2注,浙江1注,安徽2注,湖北2注,广东1注,共10注。"
2022028,2022-03-15,星期二,"05,11,20,22,23,29",09,9,6991710,330,67899,359741624,1854403191,"山西1注,广东7注,陕西1注,共9注。"
2022027,2022-03-13,星期日,"14,15,18,19,26,32",09,3,10000000,74,270324,407429120,1850108360,"上海2注,云南1注,共3注。"
2022026,2022-03-10,星期四,"03,04,10,15,22,24",02,10,7519808,129,244167,390646552,1820096321,"内蒙古1注,江苏1注,浙江2注,福建1注,山东1注,广东2注,海南1注,深圳1注,共10注。"
2022025,2022-03-08,星期二,"06,19,24,25,28,32",04,1,10000000,98,261907,380028752,1800801596,"湖南1注,共1注。"
2022024,2022-03-06,星期日,"07,09,10,14,19,24",15,2,10000000,154,187504,412478136,1733800692,"山东1注,湖北1注,共2注。"
2022023,2022-03-03,星期四,"07,12,17,19,24,25",02,9,7444170,98,280580,386299738,1667173674,"山西1注,吉林1注,浙江1注,湖北1注,广东5注,共9注。"
2022022,2022-03-01,星期二,"01,07,11,15,17,19",06,9,6751389,162,121624,374172850,1651680455,"北京1注,河北1注,江苏3注,浙江1注,湖北1注,四川1注,宁夏1注,共9注。"
2022021,2022-02-27,星期日,"03,07,22,24,26,31",14,16,6650843,74,446173,413793268,1653333569,"江西1注,广东15注,共16注。"
2022020,2022-02-24,星期四,"09,11,14,22,30,32",01,1,10000000,52,533809,376104336,1660696455,"浙江1注,共1注。"
2022019,2022-02-22,星期二,"05,06,14,20,21,25",08,13,6113016,123,147044,374092592,1587422145,"上海1注,江苏1注,浙江2注,江西1注,广东6注,贵州1注,云南1注,共13注。"
2022018,2022-02-20,星期日,"07,11,16,17,30,32",16,2,10000000,178,169901,392699896,1612631799,"天津1注,湖南1注,共2注。"
2022017,2022-02-17,星期四,"06,09,24,29,30,32",07,5,8716688,162,143390,367332144,1541904440,"北京2注,河北1注,贵州1注,甘肃1注,共5注。"
2022016,2022-02-15,星期二,"05,10,19,20,29,31",14,15,6190322,336,66424,370604868,1515799969,"河北2注,江苏2注,山东2注,湖北4注,湖南2注,广东1注,四川2注,共15注。"
2022015,2022-02-13,星期日,"06,14,16,27,28,31",07,9,6685876,95,199643,387014176,1541699154,"浙江2注,山东2注,湖北1注,广东1注,广西1注,云南1注,新疆1注,共9注。"
2022014,2022-02-10,星期四,"06,07,13,14,15,27",04,7,7794467,469,52135,353937416,1544973715,"河北1注,辽宁1注,上海1注,浙江1注,安徽1注,福建1注,广西1注,共7注。"
2022013,2022-02-08,星期二,"02,03,04,07,10,18",15,2,10000000,133,221005,376000418,1526180218,"山东1注,重庆1注,共2注。"
2022012,2022-01-27,星期四,"04,07,08,29,30,31",01,9,7305724,193,134401,432967098,1457999052,"内蒙古2注,黑龙江1注,浙江2注,福建1注,湖南1注,广东2注,共9注。"
2022011,2022-01-25,星期二,"06,15,23,24,25,33",15,4,10000000,125,239630,379627650,1445932371,"河北1注,辽宁1注,吉林1注,深圳1注,共4注。"
2022010,2022-01-23,星期日,"12,18,19,20,21,32",15,7,7878499,139,181200,403819420,1396071026,"北京1注,内蒙古1注,江苏1注,湖北1注,云南1注,陕西1注,新疆1注,共7注。"
2022009,2022-01-20,星期四,"04,15,17,19,25,28",16,1,10000000,266,112827,381172430,1375659920,"甘肃1注,共1注。"
2022008,2022-01-18,星期二,"02,03,07,09,20,21",13,3,10000000,132,179611,377713752,1295623770,"福建1注,广东1注,四川1注,共3注。"
2022007,2022-01-16,星期日,"01,20,22,23,25,28",16,3,10000000,81,459735,417998504,1254497537,"广东3注,共3注。"
2022006,2022-01-13,星期四,"03,06,09,15,22,31",02,7,7682542,173,135677,389820756,1172781808,"河北3注,安徽1注,四川2注,新疆1注,共7注。"
2022005,2022-01-11,星期二,"07,10,12,16,19,31",16,2,10000000,74,379503,388503758,1156142875,"北京1注,湖北1注,共2注。"
2022004,2022-01-09,星期日,"05,19,24,28,30,32",14,9,6141105,62,207055,441401912,1091893203,"山西1注,江苏2注,河南1注,广东2注,广西1注,云南2注,共9注。"
2022003,2022-01-06,星期四,"02,05,16,17,18,30",06,7,7708412,181,130931,410382612,1108650848,"河北1注,江苏2注,湖南1注,海南1注,四川1注,云南1注,共7注。"
2022002,2022-01-04,星期二,"02,12,21,23,25,31",08,9,7295582,134,192726,408646714,1091513907,"天津1注,河北2注,浙江2注,江西1注,河南1注,云南1注,深圳1注,共9注。"
2022001,2022-01-02,星期日,"06,13,15,17,20,21",03,4,10000000,83,389050,447434510,1079698248,"江苏1注,浙江1注,湖南1注,四川1注,共4注。"
2021150,2021-12-30,星期四,"09,14,20,21,24,26",04,37,5660828,239,127879,456402254,1022824601,"北京1注,河北1注,安徽25注,福建1注,江西1注,重庆1注,河南1注,广西1注,贵州1注,陕西1注,新疆2注,深圳1注,共37注。其中一等奖特别奖为：北京1注,河北1注,安徽25注,重庆1注,河南1注,新疆2注。"
2021149,2021-12-28,星期二,"05,10,15,18,19,32",05,8,7864325,103,278089,425925826,1140585301,"内蒙古1注,上海1注,浙江3注,深圳3注,共8注。其中一等奖特别奖为：内蒙古1注,浙江1注。"
2021148,2021-12-26,星期日,"10,12,15,17,19,20",08,8,7622855,175,149877,459686850,1117570138,"辽宁1注,江西1注,湖南1注,广西2注,海南1注,四川1注,贵州1注,共8注。其中一等奖特别奖为：江西1注,广西2注,海南1注,四川1注。"
2021147,2021-12-23,星期四,"05,10,11,13,27,28",09,13,6608176,194,134705,457370132,1099867308,"北京2注,河北1注,辽宁2注,黑龙江1注,江苏2注,福建1注,河南1注,湖北1注,云南1注,深圳1注,共13注。其中一等奖特别奖为：北京2注,河北1注,辽宁2注,黑龙江1注,江苏2注,福建1注,云南1注。"
2021146,2021-12-21,星期二,"07,09,21,22,26,32",03,6,9424198,103,322150,480619582,1107375000,"内蒙古1注,江苏1注,浙江1注,河南1注,湖南1注,深圳1注,共6注。其中一等奖特别奖为：浙江1注,湖南1注。"
2021145,2021-12-19,星期日,"04,07,10,14,16,26",09,10,7832457,159,222677,517254362,1064375720,"吉林1注,上海2注,江苏1注,安徽1注,江西1注,重庆3注,河南1注,共10注。其中一等奖特别奖为：上海2注,安徽1注。"
2021144,2021-12-16,星期四,"02,05,13,15,23,26",07,5,9315997,172,156831,483556078,1036483149,"辽宁1注,上海1注,浙江1注,湖南1注,广东1注,共5注。其中一等奖特别奖为：浙江1注,湖南1注。"
2021143,2021-12-14,星期二,"01,09,11,13,20,29",09,41,5571480,158,185369,475857912,1002138181,"辽宁1注,上海1注,浙江2注,安徽32注,山东1注,广东3注,贵州1注,共41注。其中一等奖特别奖为：辽宁1注,浙江1注,安徽32注,山东1注,广东2注,贵州1注。"
2021142,2021-12-12,星期日,"04,07,17,19,20,24",16,8,8791842,227,167041,509166454,1142703731,"辽宁2注,黑龙江1注,河南1注,广东1注,云南1注,新疆1注,深圳1注,共8注。其中一等奖特别奖为：河南1注,广东1注,云南1注,深圳1注。"
2021141,2021-12-09,星期四,"01,14,19,23,26,30",10,7,8542650,132,234834,483132724,1099283201,"河北2注,福建1注,江西2注,湖北1注,甘肃1注,共7注。其中一等奖特别奖为：河北2注,福建1注,湖北1注,甘肃1注。"
2021140,2021-12-07,星期二,"05,10,16,26,27,33",01,20,6366303,694,49218,479975520,1066087178,"河北1注,山西1注,内蒙古1注,浙江1注,重庆9注,河南1注,湖北1注,四川3注,云南1注,青海1注,共20注。其中一等奖特别奖为：重庆5注,四川2注,云南1注,青海1注。"
2021139,2021-12-05,星期日,"12,14,19,23,24,27",01,14,7490724,193,225842,531219172,1090940461,"河北1注,辽宁1注,江苏5注,重庆1注,广东2注,四川2注,云南1注,陕西1注,共14注。其中一等奖特别奖为：河北1注,江苏5注,重庆1注,四川2注,云南1注,陕西1注。"
2021138,2021-12-02,星期四,"11,14,15,16,27,32",09,20,5685347,123,139298,486491502,1065047563,"河北1注,吉林1注,山东2注,重庆1注,河南1注,广东7注,广西1注,四川2注,云南2注,新疆2注,共20注。其中一等奖特别奖为：河北1注,吉林1注,山东1注,重庆1注,广东7注,四川1注,云南2注,新疆2注。"
2021137,2021-11-30,星期二,"03,07,10,14,21,24",01,19,6420588,274,123134,474456734,1127353431,"北京2注,辽宁1注,浙江1注,安徽3注,福建1注,重庆1注,四川2注,贵州4注,陕西3注,深圳1注,共19注。其中一等奖特别奖为：安徽1注,重庆1注,四川2注,贵州4注,陕西3注。"
2021136,2021-11-28,星期日,"02,06,09,15,19,28",16,10,7908192,319,113957,517068910,1148127692,"内蒙古2注,辽宁2注,浙江1注,安徽1注,山东2注,四川1注,云南1注,共10注。其中一等奖特别奖为：内蒙古2注,浙江1注,山东2注,四川1注。"
2021135,2021-11-25,星期四,"03,10,17,19,21,31",04,1,10000000,124,303985,486663630,1118152404,"安徽1注,共1注。其中一等奖特别奖为：安徽1注。"
2021134,2021-11-23,星期二,"01,02,16,19,25,31",08,11,7491866,109,314340,472467398,1015069784,"河北2注,上海1注,江苏1注,广东5注,云南2注,共11注。其中一等奖特别奖为：河北1注,上海1注,江苏1注,广东5注。"
2021133,2021-11-21,星期日,"01,03,12,19,27,31",10,12,7465121,171,216238,511607016,994690824,"吉林1注,黑龙江1注,浙江1注,江西3注,湖南1注,广东1注,陕西2注,宁夏2注,共12注。其中一等奖特别奖为：黑龙江1注,浙江1注,江西3注,湖南1注,广东1注,宁夏2注。"
2021132,2021-11-18,星期四,"01,04,06,14,20,28",08,6,7775391,171,121727,490071244,973341811,"河北1注,山东2注,湖北1注,海南1注,云南1注,共6注。其中一等奖特别奖为：山东2注,湖北1注。"
2021131,2021-11-16,星期二,"08,11,18,19,20,24",01,6,9453797,116,287961,465860738,957547844,"内蒙古1注,江苏1注,浙江1注,福建1注,广西1注,云南1注,共6注。其中一等奖特别奖为：江苏1注,浙江1注,福建1注。"
2021130,2021-11-14,星期日,"08,09,15,24,26,30",06,12,6336861,155,129373,398037824,914060182,"江苏3注,浙江2注,安徽1注,河南1注,湖南1注,广东1注,四川1注,云南2注,共12注。"
2021129,2021-11-11,星期四,"04,15,21,27,28,29",10,5,7512285,139,112962,365299936,929943762,"浙江1注,福建1注,广东1注,四川1注,陕西1注,共5注。"
2021128,2021-11-09,星期二,"05,17,20,21,23,33",04,3,10000000,66,369015,349441520,920399839,"内蒙古1注,湖南2注,共3注。"
2021127,2021-11-07,星期日,"07,15,16,20,27,29",07,10,6816913,96,236577,365976552,877334837,"上海1注,浙江1注,福建1注,江西1注,山东1注,广东2注,四川3注,共10注。"
2021126,2021-11-04,星期四,"19,20,23,27,28,31",01,6,8689696,90,307474,358964852,877369730,"山西1注,辽宁5注,共6注。"
2021125,2021-11-02,星期二,"14,19,20,23,24,31",09,4,8898474,84,232052,354978672,846489745,"内蒙古1注,上海1注,广东1注,甘肃1注,共4注。"
2021124,2021-10-31,星期日,"01,03,18,22,29,32",02,8,7956250,117,252670,394848530,823606529,"北京1注,江苏2注,福建2注,广东1注,深圳2注,共8注。"
2021123,2021-10-28,星期四,"06,14,15,19,29,31",05,6,8473913,207,125866,366471258,798569016,"河北1注,辽宁1注,山东1注,河南1注,湖北1注,湖南1注,共6注。"
2021122,2021-10-26,星期二,"04,05,12,15,18,28",07,5,8231591,91,221949,360872924,771249437,"北京1注,重庆1注,广东1注,贵州1注,云南1注,共5注。"
2021121,2021-10-24,星期日,"04,05,12,16,22,30",15,7,7721874,205,116177,390361524,751815051,"江苏1注,浙江1注,山东3注,甘肃2注,共7注。"
2021120,2021-10-21,星期四,"01,07,08,12,13,18",05,40,5268563,496,27072,355518696,734418962,"河北11注,山西1注,辽宁1注,吉林1注,黑龙江1注,浙江2注,山东1注,重庆2注,河南12注,湖北2注,广西1注,四川2注,陕西1注,甘肃1注,深圳1注,共40注。"
2021119,2021-10-19,星期二,"03,09,10,11,28,29",13,15,6354639,356,71346,356935346,904876996,"天津1注,辽宁1注,黑龙江1注,浙江1注,江西1注,重庆4注,湖北1注,湖南3注,广东1注,陕西1注,共15注。"
2021118,2021-10-17,星期日,"02,06,14,18,20,31",13,6,8460209,126,205964,386079710,923998119,"北京1注,浙江1注,山东1注,湖北1注,四川2注,共6注。"
2021117,2021-10-14,星期四,"03,05,17,21,27,33",04,10,6782803,101,220644,358589610,896904658,"安徽1注,河南2注,广东1注,贵州1注,云南5注,共10注。"
2021116,2021-10-12,星期二,"06,14,17,18,31,33",06,3,10000000,46,552161,355338790,897877549,"上海1注,安徽1注,广东1注,共3注。"
2021115,2021-10-10,星期日,"02,10,12,15,24,27",08,5,7857682,100,178605,380172848,851679247,"河北1注,内蒙古1注,福建1注,广东1注,云南1注,共5注。"
2021114,2021-10-07,星期四,"04,06,08,14,24,27",02,3,10000000,177,158159,337378334,837386111,"河北1注,山西2注,共3注。"
2021113,2021-10-05,星期二,"04,07,10,22,27,30",02,12,6380290,231,89629,293434838,783403562,"江苏1注,浙江1注,安徽1注,福建1注,江西1注,山东4注,广东1注,广西1注,四川1注,共12注。"
2021112,2021-09-30,星期四,"05,06,21,25,28,33",07,22,5394421,229,47364,370338224,797853981,"北京2注,河北1注,上海1注,江苏2注,浙江4注,安徽3注,福建1注,广东2注,广西1注,四川2注,贵州1注,陕西1注,深圳1注,共22注。"
2021111,2021-09-28,星期二,"17,20,22,23,26,28",06,3,10000000,96,219919,358360092,883991506,"河北1注,河南1注,广东1注,共3注。"
2021110,2021-09-26,星期日,"10,13,15,24,31,32",02,5,9736534,246,120338,394569218,850654756,"浙江1注,山东1注,四川1注,云南1注,陕西1注,共5注。"
2021109,2021-09-23,星期四,"02,03,10,17,20,26",16,4,9492827,132,170182,366715360,810527410,"内蒙古1注,黑龙江1注,福建1注,广东1注,共4注。"
2021108,2021-09-21,星期二,"11,15,18,24,26,32",09,5,8478207,118,184227,339998838,781106313,"福建1注,山东3注,重庆1注,共5注。"
2021107,2021-09-19,星期日,"02,03,17,19,25,30",01,7,7867703,151,166174,367139964,758280964,"天津1注,浙江2注,山东1注,湖北2注,广东1注,共7注。"
2021106,2021-09-16,星期四,"01,04,07,14,30,31",03,7,8130452,150,182609,364122996,738077667,"河北1注,浙江1注,福建1注,江西1注,山东1注,湖南2注,共7注。"
2021105,2021-09-14,星期二,"10,14,15,22,27,32",09,9,6993977,174,128920,357292170,712816451,"辽宁1注,浙江2注,山东1注,重庆2注,河南1注,湖北1注,新疆1注,共9注。"
