期号,开奖日期,开奖星期,红球,蓝球,一等奖注数,一等奖金额(元),二等奖注数,二等奖金额(元),总销售额(元),奖池金额(元),开奖公告
2023044,2023-04-20,星期四,"02,08,15,22,24,26",16,8,7544791,99,257049,375494004,2012948026,"上海1注,江苏1注,安徽5注,重庆1注,共8注。"
2023043,2023-04-18,星期二,"05,08,12,20,24,28",10,19,5909465,228,94736,370609676,1996962618,"天津1注,上海2注,浙江3注,安徽5注,福建1注,重庆1注,广东4注,广西1注,贵州1注,共19注。"
2023042,2023-04-16,星期日,"10,17,20,23,27,30",10,10,6650718,224,92116,406450374,2044443036,"辽宁1注,浙江1注,湖北1注,广东3注,广西1注,云南2注,深圳1注,共10注。"
2023041,2023-04-13,星期四,"01,06,12,13,15,24",06,3,10000000,118,203861,379030400,2049048265,"山东1注,重庆1注,湖北1注,共3注。"
2023040,2023-04-11,星期二,"09,16,17,24,29,31",08,5,9001506,165,151572,372777348,2006881397,"山西1注,辽宁1注,山东1注,陕西2注,共5注。"
2023039,2023-04-09,星期日,"02,03,09,13,19,28",09,5,8903432,191,127730,409186858,1976860679,"上海1注,浙江1注,河南1注,广东1注,深圳1注,共5注。"
2023038,2023-04-06,星期四,"02,09,14,17,31,33",08,11,6553875,135,158265,368841578,1948188487,"吉林1注,黑龙江1注,上海1注,安徽1注,河南1注,湖北1注,湖南1注,贵州1注,云南1注,宁夏1注,新疆1注,共11注。"
2023037,2023-04-04,星期二,"08,23,25,26,29,31",12,16,5978413,115,170158,357460864,1956183761,"河北1注,江苏1注,江西1注,河南1注,海南10注,四川1注,陕西1注,共16注。"
2023036,2023-04-02,星期日,"13,14,18,19,24,30",09,24,5566068,271,62664,402105258,1993133574,"黑龙江1注,江苏5注,浙江3注,安徽1注,山东3注,重庆1注,河南5注,广西3注,陕西1注,新疆1注,共24注。"
2023035,2023-03-30,星期四,"01,04,09,10,20,33",06,10,6874671,100,234333,376157550,2075773039,"江苏1注,浙江1注,四川3注,深圳5注,共10注。"
2023034,2023-03-28,星期二,"02,03,09,11,12,17",15,5,9140109,146,177230,371464196,2074219579,"辽宁1注,上海3注,深圳1注,共5注。"
2023033,2023-03-26,星期日,"08,09,13,23,24,26",05,5,9565190,240,118885,407044870,2042293077,"湖南1注,广西1注,云南1注,青海1注,新疆1注,共5注。"
2023032,2023-03-23,星期四,"06,19,20,26,28,33",01,15,6158718,142,152999,378271328,2004521709,"浙江1注,安徽5注,江西3注,山东1注,河南1注,广东1注,四川3注,共15注。"
2023031,2023-03-21,星期二,"07,14,27,29,31,33",05,3,10000000,309,83076,377795536,2031724589,"湖南1注,广东2注,共3注。"
2023030,2023-03-19,星期日,"02,03,07,16,30,31",06,7,7680189,78,300662,407635670,1984712961,"上海1注,重庆1注,广东1注,海南1注,陕西3注,共7注。"
2023029,2023-03-16,星期四,"03,07,12,24,28,33",08,5,8837568,173,138640,373970632,1968119308,"辽宁2注,福建1注,广东1注,四川1注,共5注。"
2023028,2023-03-14,星期二,"05,07,10,17,20,22",14,4,10000000,151,205758,378131048,1940352740,"北京1注,广东1注,宁夏1注,新疆1注,共4注。"
2023027,2023-03-12,星期日,"08,10,22,27,32,33",08,5,8409682,88,242164,405939502,1887143965,"江苏1注,广东4注,共5注。"
2023026,2023-03-09,星期四,"01,18,26,30,31,33",03,12,6934784,98,296140,382398740,1865260832,"河北1注,辽宁2注,黑龙江2注,江苏1注,浙江5注,湖南1注,共12注。"
2023025,2023-03-07,星期二,"04,16,20,21,31,32",14,10,6974384,118,209150,383537242,1861412948,"河北1注,辽宁1注,吉林1注,江苏2注,浙江1注,重庆1注,广西1注,四川2注,共10注。"
2023024,2023-03-05,星期日,"03,06,09,17,27,28",03,21,5993974,487,53576,424465912,1857117376,"河北4注,黑龙江1注,上海1注,江苏3注,浙江1注,江西1注,重庆1注,湖北1注,云南4注,陕西1注,甘肃1注,新疆1注,深圳1注,共21注。"
2023023,2023-03-02,星期四,"05,08,10,15,24,25",09,41,5000000,258,6000,394377912,1904715322,"河北1注,黑龙江1注,江苏2注,浙江2注,安徽6注,江西2注,山东7注,重庆2注,河南1注,湖北3注,广东4注,广西1注,四川2注,云南1注,陕西3注,深圳3注,共41注。"
2023022,2023-02-28,星期二,"10,11,18,19,23,31",03,1,10000000,112,229101,393991274,2109715322,"重庆1注,共1注。"
2023021,2023-02-26,星期日,"02,05,06,19,21,27",04,21,6115562,186,157438,430229092,2042737116,"内蒙古2注,辽宁1注,浙江5注,福建5注,山东1注,湖南2注,四川2注,云南1注,陕西2注,共21注。"
2023020,2023-02-23,星期四,"01,12,17,18,26,27",05,2,10000000,92,284500,394774502,2083313411,"黑龙江1注,山东1注,共2注。"
2023019,2023-02-21,星期二,"06,12,26,28,29,32",15,7,8309157,110,263228,399695170,2024791190,"天津2注,内蒙古1注,江苏1注,河南1注,陕西2注,共7注。"
2023018,2023-02-19,星期日,"10,12,17,19,25,31",13,1,10000000,380,81771,428078014,1996089903,"湖南1注,共1注。"
2023017,2023-02-16,星期四,"05,11,18,20,26,28",12,6,8173990,195,122076,385010210,1912869860,"内蒙古1注,浙江1注,福建1注,湖北1注,广东1注,广西1注,共6注。"
2023016,2023-02-14,星期二,"14,16,19,23,28,30",03,2,10000000,79,296038,363237418,1890499018,"河南1注,贵州1注,共2注。"
2023015,2023-02-12,星期日,"02,03,14,21,29,32",08,10,6277056,195,81862,392727530,1840337997,"北京1注,上海3注,江苏1注,重庆1注,河南1注,广东1注,广西1注,四川1注,共10注。"
2023014,2023-02-09,星期四,"06,07,18,23,27,30",05,5,8496068,147,148642,354854954,1855218930,"内蒙古1注,辽宁1注,上海1注,江西1注,山东1注,共5注。"
2023013,2023-02-07,星期二,"06,10,14,22,23,33",13,2,10000000,81,313059,351959204,1832147989,"安徽1注,贵州1注,共2注。"
2023012,2023-02-05,星期日,"03,04,07,22,26,30",06,14,6444594,270,93631,377681908,1776074467,"天津2注,吉林1注,江苏5注,福建1注,江西1注,湖北1注,四川2注,甘肃1注,共14注。"
2023011,2023-02-02,星期四,"06,07,16,17,21,22",04,13,6177691,252,75942,344777252,1790457577,"河北1注,江苏1注,安徽2注,山东1注,河南1注,广东3注,广西1注,四川1注,宁夏1注,新疆1注,共13注。"
2023010,2023-01-31,星期二,"04,05,13,18,27,29",12,8,6879623,220,85437,335698884,1813355120,"北京2注,浙江1注,安徽1注,江西1注,湖南2注,陕西1注,共8注。"
2023009,2023-01-29,星期日,"03,04,19,23,30,32",06,2,10000000,225,116912,370445322,1812003410,"浙江1注,湖北1注,共2注。"
2023008,2023-01-17,星期二,"05,13,18,20,26,28",06,9,7109708,146,162563,367864780,1753087580,"河北1注,辽宁1注,江苏3注,浙江1注,山东1注,重庆1注,甘肃1注,共9注。"
2023007,2023-01-15,星期日,"05,06,09,22,25,31",03,3,10000000,160,134413,357680590,1745872298,"北京1注,湖北1注,青海1注,共3注。"
2023006,2023-01-12,星期四,"02,10,12,14,24,26",05,13,6407426,109,209822,341187596,1711353726,"内蒙古3注,上海1注,安徽2注,重庆1注,新疆6注,共13注。"
2023005,2023-01-10,星期二,"02,06,08,13,14,19",16,2,10000000,153,163847,331127174,1726038229,"黑龙江1注,四川1注,共2注。"
2023004,2023-01-08,星期日,"01,07,15,16,20,25",16,8,7480475,166,149426,362777504,1670832253,"上海1注,福建2注,重庆3注,广西2注,共8注。"
2023003,2023-01-05,星期四,"05,08,18,25,30,32",06,8,7009723,112,179439,332514694,1656261800,"上海1注,浙江1注,安徽1注,山东1注,广西1注,云南2注,青海1注,共8注。"
2023002,2023-01-03,星期二,"02,06,10,16,18,22",13,6,8064366,164,140138,317440920,1652047889,"上海4注,浙江2注,共6注。"
2023001,2023-01-01,星期日,"09,16,18,22,28,32",02,7,7738461,135,177492,349018800,1631485850,"辽宁1注,黑龙江2注,江苏1注,福建1注,云南2注,共7注。"
2022150,2022-12-29,星期四,"01,07,11,12,22,28",05,9,6598391,203,88580,322732470,1613770461,"河北2注,辽宁2注,湖北1注,四川1注,云南2注,陕西1注,共9注。"
2022149,2022-12-27,星期二,"02,22,26,29,32,33",14,7,8014411,94,280596,305443962,1619210281,"河北2注,辽宁1注,江苏1注,浙江1注,云南2注,共7注。"
2022148,2022-12-25,星期日,"02,15,16,17,21,31",14,9,7166343,72,338491,328466772,1596182866,"山西1注,吉林1注,浙江2注,福建1注,江西1注,湖南1注,广东1注,深圳1注,共9注。"
2022147,2022-12-22,星期四,"02,03,07,13,20,30",10,17,5619498,148,88948,308727648,1587565859,"北京1注,河北1注,浙江1注,福建2注,河南2注,湖北2注,广东2注,广西2注,四川1注,云南1注,新疆2注,共17注。"
2022146,2022-12-20,星期二,"06,07,13,18,26,31",06,9,6501941,391,43214,319241960,1643604313,"河北1注,辽宁1注,江苏1注,广东1注,广西1注,四川3注,云南1注,共9注。"
2022145,2022-12-18,星期日,"03,21,25,30,31,33",11,4,10000000,68,373743,366333090,1651431252,"浙江2注,广西1注,陕西1注,共4注。其中一等奖特别奖为：浙江1注,广西1注,陕西1注。"
2022144,2022-12-15,星期四,"07,20,22,23,31,32",05,11,6900814,65,402095,400859910,1615187506,"江苏2注,云南6注,陕西2注,甘肃1注,共11注。其中一等奖特别奖为：甘肃1注。"
2022143,2022-12-13,星期二,"07,08,13,29,30,33",03,15,6243187,149,156441,397641696,1612687877,"辽宁1注,浙江2注,福建3注,江西3注,山东1注,广东1注,广西1注,海南1注,四川1注,云南1注,共15注。其中一等奖特别奖为：浙江2注,江西2注,山东1注,广东1注,海南1注,四川1注,云南1注。"
2022142,2022-12-11,星期日,"01,03,13,16,21,27",03,12,5674258,122,82900,440572602,1636406391,"河北2注,江苏1注,浙江4注,山东2注,湖南2注,深圳1注,共12注。其中一等奖特别奖为：河北1注,江苏1注,浙江3注,湖南2注,深圳1注。"
2022141,2022-12-08,星期四,"05,12,13,17,20,27",14,21,6324820,135,257603,415110854,1674155872,"江苏2注,山东5注,湖北1注,广东11注,宁夏1注,新疆1注,共21注。其中一等奖特别奖为：湖北1注,广东11注,宁夏1注,新疆1注。"
2022140,2022-12-06,星期二,"08,09,18,19,20,27",15,19,5889308,673,31383,397499610,1702647485,"河北1注,辽宁2注,江苏2注,浙江2注,安徽1注,重庆2注,广东2注,广西1注,云南1注,宁夏5注,共19注。其中一等奖特别奖为：辽宁1注,江苏2注,浙江2注,重庆2注,广东2注,云南1注。"
2022139,2022-12-04,星期日,"06,07,09,16,17,19",14,12,7006326,443,67934,421220444,1751181135,"北京1注,河北1注,内蒙古1注,上海2注,江苏1注,山东2注,湖南1注,广东1注,四川1注,云南1注,共12注。其中一等奖特别奖为：北京1注,河北1注,上海1注,江苏1注,山东2注,广东1注,四川1注,云南1注。"
2022138,2022-12-01,星期四,"02,14,19,21,25,28",11,2,10000000,67,341021,382295872,1744972360,"河北1注,新疆1注,共2注。其中一等奖特别奖为：河北1注,新疆1注。"
2022137,2022-11-29,星期二,"08,21,23,27,28,33",01,8,7627191,160,164199,380398430,1696427005,"辽宁1注,浙江1注,福建2注,山东1注,广东2注,云南1注,共8注。其中一等奖特别奖为：辽宁1注,浙江1注,福建2注,山东1注,广东2注,云南1注。"
2022136,2022-11-27,星期日,"08,10,14,15,18,22",08,19,5761544,122,148251,412826960,1678628784,"河北1注,上海2注,浙江3注,河南2注,湖南2注,广西2注,四川3注,云南1注,甘肃1注,新疆2注,共19注。其中一等奖特别奖为：上海1注,浙江3注,河南1注,湖南2注,广西2注,云南1注,新疆1注。"
2022135,2022-11-24,星期四,"09,11,13,24,28,32",06,12,6964835,143,206101,402652460,1733838061,"山西1注,江苏3注,浙江1注,安徽4注,广东2注,云南1注,共12注。其中一等奖特别奖为：山西1注,江苏2注,浙江1注,安徽4注。"
2022134,2022-11-22,星期二,"01,05,14,17,24,31",14,10,7386723,90,331489,404859714,1728998506,"北京1注,河北1注,江苏5注,浙江1注,贵州1注,深圳1注,共10注。其中一等奖特别奖为：北京1注,江苏4注,深圳1注。"
2022133,2022-11-20,星期日,"05,08,16,17,21,25",12,11,7308534,241,131711,457083562,1713363599,"浙江1注,山东2注,河南1注,湖北1注,湖南2注,四川1注,云南1注,陕西1注,深圳1注,共11注。其中一等奖特别奖为：浙江1注,湖北1注,湖南1注,四川1注,云南1注,陕西1注,深圳1注。"
2022132,2022-11-17,星期四,"01,03,18,26,32,33",04,4,10000000,88,370814,439981994,1698530418,"浙江2注,湖北1注,云南1注,共4注。其中一等奖特别奖为：浙江2注,湖北1注。"
2022131,2022-11-15,星期二,"03,05,10,13,19,29",06,19,5876981,251,82981,425292626,1640635486,"内蒙古2注,吉林2注,黑龙江1注,上海1注,江苏1注,江西1注,山东1注,河南1注,湖北1注,广东1注,四川2注,青海5注,共19注。其中一等奖特别奖为：内蒙古2注,吉林1注,上海1注,江苏1注,江西1注,湖北1注,四川2注。"
2022130,2022-11-13,星期日,"02,08,15,17,26,28",12,50,5228012,542,26293,446023212,1689813201,"山西1注,黑龙江3注,江苏5注,浙江6注,福建1注,江西1注,山东7注,重庆3注,河南2注,湖南2注,广东6注,广西1注,海南1注,四川3注,云南3注,甘肃1注,青海1注,宁夏2注,新疆1注,共50注。其中一等奖特别奖为：山西1注,江苏5注,浙江5注,福建1注,江西1注,山东6注,重庆2注,河南1注,湖南2注,广东2注,广西1注,海南1注,四川1注,云南2注,青海1注,宁夏2注,新疆1注。"
2022129,2022-11-10,星期四,"10,12,14,22,24,27",07,7,7828409,102,242633,430007836,1908461423,"辽宁2注,黑龙江1注,浙江1注,福建1注,贵州1注,陕西1注,共7注。其中一等奖特别奖为：辽宁1注,黑龙江1注,浙江1注,贵州1注,陕西1注。"
2022128,2022-11-08,星期二,"03,12,18,24,27,29",01,11,7471238,210,161807,420999886,1889014542,"黑龙江1注,浙江2注,广东2注,广西5注,四川1注,共11注。其中一等奖特别奖为：浙江2注,广东2注,广西5注,四川1注。"
2022127,2022-11-06,星期日,"03,04,09,10,29,33",13,5,10000000,178,210151,455409958,1869259580,"内蒙古1注,辽宁1注,浙江3注,共5注。其中一等奖特别奖为：浙江2注。"
2022126,2022-11-03,星期四,"01,13,15,17,26,33",13,6,9507372,151,223876,436137344,1807038683,"内蒙古1注,浙江1注,四川2注,陕西2注,共6注。其中一等奖特别奖为：浙江1注,四川2注,陕西2注。"
2022125,2022-11-01,星期二,"02,03,07,12,20,31",16,7,7965155,231,112316,429659904,1762667038,"山西1注,山东2注,湖北1注,云南2注,陕西1注,共7注。其中一等奖特别奖为：山西1注,山东1注,云南2注,陕西1注。"
2022124,2022-10-30,星期日,"05,10,13,18,24,26",01,4,10000000,124,234571,383396494,1740587803,"北京1注,安徽1注,海南1注,四川1注,共4注。"
2022123,2022-10-27,星期四,"10,13,16,20,21,25",05,8,7557633,637,40151,360850820,1693327054,"天津1注,内蒙古1注,江苏2注,安徽1注,河南1注,广东1注,广西1注,共8注。"
2022122,2022-10-25,星期二,"06,08,17,19,24,28",05,26,5519812,214,78943,350001646,1677059125,"北京2注,河北2注,山西1注,辽宁1注,浙江3注,安徽1注,山东3注,湖北3注,湖南1注,四川8注,云南1注,共26注。"
2022121,2022-10-23,星期日,"12,17,22,27,30,31",02,8,8069743,102,300955,380066114,1769892531,"河北1注,山东1注,湖南1注,云南5注,共8注。"
2022120,2022-10-20,星期四,"02,15,19,26,27,29",02,43,5486128,288,90727,355500194,1742358177,"上海1注,安徽1注,河南1注,广西40注,共43注。"
2022119,2022-10-18,星期二,"02,05,15,18,26,27",04,12,6494901,309,72568,341495720,1899873541,"山西2注,黑龙江1注,浙江1注,福建2注,湖北1注,广东2注,云南1注,甘肃1注,深圳1注,共12注。"
2022118,2022-10-16,星期日,"02,06,07,11,14,33",08,5,7499223,173,90289,374309728,1910541782,"江苏1注,福建1注,重庆2注,云南1注,共5注。"
2022117,2022-10-13,星期四,"04,13,17,18,28,29",06,11,6083031,166,89708,345578024,1901177457,"江苏2注,浙江1注,福建1注,湖南1注,广东1注,贵州1注,陕西2注,甘肃1注,宁夏1注,共11注。"
2022116,2022-10-11,星期二,"08,14,26,27,30,33",01,1,10000000,93,300121,337975208,1923415752,"江苏1注,共1注。"
2022115,2022-10-09,星期日,"06,07,18,20,27,29",09,33,5308918,169,75401,359461828,1849681926,"辽宁1注,吉林1注,浙江2注,安徽1注,福建1注,山东1注,河南2注,广东12注,四川10注,贵州1注,云南1注,共33注。"
2022114,2022-10-06,星期四,"01,05,15,19,26,29",13,12,6667026,241,103756,347069064,1986647604,"河北3注,黑龙江1注,上海1注,福建1注,山东1注,广东2注,云南2注,青海1注,共12注。"
2022113,2022-09-29,星期四,"13,14,20,24,27,29",02,2,10000000,84,294642,363604180,1991635746,"云南1注,甘肃1注,共2注。"
2022112,2022-09-27,星期二,"03,05,08,17,25,31",01,5,9412037,169,163167,348893862,1937385782,"安徽1注,湖北1注,广西2注,陕西1注,共5注。"
2022111,2022-09-25,星期日,"02,10,11,13,28,31",01,3,10000000,160,198653,385923798,1901720272,"上海1注,安徽1注,湖北1注,共3注。"
2022110,2022-09-22,星期四,"09,13,15,18,20,28",15,7,8127543,237,115468,352346658,1836366779,"上海1注,浙江1注,江西2注,山东2注,贵州1注,共7注。"
2022109,2022-09-20,星期二,"04,11,13,19,22,33",11,5,8345394,78,268060,349805376,1811161575,"吉林2注,浙江2注,四川1注,共5注。"
2022108,2022-09-18,星期日,"01,07,13,17,18,31",15,13,6708669,269,103218,379260702,1790162397,"河北2注,上海1注,江苏2注,浙江1注,山东4注,广东1注,四川1注,云南1注,共13注。"
2022107,2022-09-15,星期四,"03,09,11,15,19,28",16,9,6545730,139,125104,342747048,1794077479,"山西1注,内蒙古1注,浙江2注,重庆2注,河南1注,广东1注,宁夏1注,共9注。"
2022106,2022-09-13,星期二,"17,20,22,23,24,31",01,3,10000000,50,555486,336123528,1800820638,"上海1注,山东1注,湖北1注,共3注。"
2022105,2022-09-11,星期日,"06,12,13,15,21,23",15,4,10000000,85,325048,357410590,1747497631,"河北2注,山东1注,广东1注,共4注。"
2022104,2022-09-08,星期四,"01,08,19,25,26,31",01,18,5821410,214,86363,337087306,1704610228,"河北1注,山西1注,黑龙江1注,上海2注,江西1注,重庆5注,河南1注,广东2注,海南1注,云南2注,陕西1注,共18注。"
2022103,2022-09-06,星期二,"06,09,12,14,20,28",10,12,6266348,146,130104,331343836,1753950406,"北京1注,河北1注,辽宁1注,上海1注,江苏2注,湖北1注,广东1注,四川1注,贵州1注,深圳2注,共12注。"
2022102,2022-09-04,星期日,"09,10,12,18,29,32",14,6,8618279,137,198080,360805992,1772160912,"辽宁2注,黑龙江1注,上海1注,四川1注,贵州1注,共6注。"
2022101,2022-09-01,星期四,"04,16,18,19,27,28",04,34,5458579,134,145444,342584116,1742459306,"辽宁1注,江苏20注,福建1注,广东3注,四川6注,云南1注,新疆1注,深圳1注,共34注。"
2022100,2022-08-30,星期二,"02,06,07,15,20,21",15,11,6875089,106,243230,338953236,1869582122,"江苏1注,福建5注,山东1注,重庆2注,湖北2注,共11注。"
2022099,2022-08-28,星期日,"01,11,23,24,26,32",15,8,7480623,256,96899,368635154,1867860655,"内蒙古2注,上海1注,江苏1注,山东2注,四川1注,陕西1注,共8注。"
2022098,2022-08-25,星期四,"02,03,04,06,21,33",05,14,6203690,34,619546,339839938,1853286941,"河北1注,辽宁1注,黑龙江1注,江苏3注,浙江1注,山东3注,湖南1注,广东1注,云南1注,陕西1注,共14注。"
2022097,2022-08-23,星期二,"04,05,10,13,30,31",14,3,10000000,65,421826,339168020,1876944863,"黑龙江1注,四川1注,陕西1注,共3注。"
2022096,2022-08-21,星期日,"03,16,17,19,25,33",07,50,5337053,94,224104,374401638,1824688735,"北京46注,浙江1注,山东1注,甘肃1注,深圳1注,共50注。"
2022095,2022-08-18,星期四,"04,13,14,18,20,28",08,7,7040114,71,251422,339954958,2028343930,"辽宁1注,黑龙江1注,上海2注,浙江1注,广东1注,云南1注,共7注。"
2022094,2022-08-16,星期二,"06,11,13,16,19,31",02,3,10000000,186,111576,333751422,2024071723,"河北1注,广东1注,深圳1注,共3注。"
2022093,2022-08-14,星期日,"21,22,24,28,29,32",14,2,10000000,58,481689,363673578,1991811868,"山西1注,福建1注,共2注。"
2022092,2022-08-11,星期四,"07,10,16,20,21,27",11,20,5805294,245,82172,337222664,1927997908,"北京10注,江苏1注,福建1注,湖北5注,广东1注,四川2注,共20注。"
2022091,2022-08-09,星期二,"08,18,20,22,24,28",10,8,6721485,244,70552,335981918,1983706692,"北京2注,辽宁1注,江苏1注,江西1注,湖北1注,广东1注,四川1注,共8注。"
2022090,2022-08-07,星期日,"01,04,25,27,29,30",07,7,5764881,98,68292,365943774,1985834009,"浙江1注,山东2注,广东1注,海南1注,甘肃1注,深圳1注,共7注。"
2022089,2022-08-04,星期四,"02,07,15,29,31,33",15,3,10000000,90,244825,342434670,2006110048,"山东1注,广西1注,云南1注,共3注。"
2022088,2022-08-02,星期二,"03,09,15,17,20,22",06,20,5577161,168,85887,340253450,1970007210,"辽宁1注,江苏3注,浙江2注,安徽2注,山东1注,河南3注,广东6注,四川1注,云南1注,共20注。"
2022087,2022-07-31,星期日,"05,06,09,13,23,25",08,6,6065849,129,61967,370042706,2038263308,"河北1注,辽宁2注,上海1注,江苏1注,广东1注,共6注。"
2022086,2022-07-28,星期四,"01,04,08,21,23,24",11,8,7234563,61,366321,345421240,2050676797,"辽宁1注,江苏1注,浙江2注,山东1注,湖南1注,广东1注,云南1注,共8注。"
2022085,2022-07-26,星期二,"07,09,14,31,32,33",13,12,6387330,112,185803,341538762,2041516396,"北京1注,吉林1注,江苏2注,山东1注,河南2注,广东1注,西藏1注,甘肃1注,宁夏1注,深圳1注,共12注。"
2022084,2022-07-24,星期日,"03,18,23,24,25,32",09,5,7928087,97,188665,368808592,2055734480,"内蒙古1注,山东1注,广东1注,四川2注,共5注。"
2022083,2022-07-21,星期四,"08,12,13,14,19,20",05,13,6173323,258,73901,347550570,2040473284,"河北1注,浙江3注,安徽1注,江西1注,山东1注,河南2注,广西1注,贵州1注,云南1注,新疆1注,共13注。"
2022082,2022-07-19,星期二,"04,10,11,23,30,32",14,3,10000000,79,316091,347371994,2063526963,"上海2注,福建1注,共3注。"
2022081,2022-07-17,星期日,"04,08,11,21,27,30",01,5,9188488,186,140742,373064250,2018613381,"安徽2注,河南1注,广东1注,陕西1注,共5注。"
2022080,2022-07-14,星期四,"05,12,15,17,18,27",04,9,6967330,129,171569,342797508,1986021667,"北京1注,黑龙江1注,江苏1注,浙江1注,江西1注,湖北1注,广东2注,新疆1注,共9注。"
2022079,2022-07-12,星期二,"01,09,15,17,22,23",16,2,10000000,68,408297,341273762,1982330237,"黑龙江1注,江苏1注,共2注。"
2022078,2022-07-10,星期日,"01,04,05,15,17,31",09,6,7387658,69,259528,366650644,1919037561,"山西1注,辽宁1注,安徽1注,云南3注,共6注。"
2022077,2022-07-07,星期四,"03,17,18,19,20,27",16,14,6273517,186,119820,345118818,1909641199,"北京1注,山西1注,浙江5注,广东3注,广西1注,贵州1注,甘肃1注,深圳1注,共14注。"
2022076,2022-07-05,星期二,"08,09,10,13,24,29",02,14,6399054,142,172418,342718328,1930610784,"河北1注,江苏11注,广东1注,深圳1注,共14注。"
2022075,2022-07-03,星期日,"01,02,04,25,26,30",10,6,7912531,78,280051,379959636,1946747172,"上海1注,山东2注,河南1注,广东1注,广西1注,共6注。"
2022074,2022-06-30,星期四,"05,07,15,19,29,33",15,6,8413181,131,195411,354915638,1928690407,"上海1注,江苏1注,安徽1注,山东2注,广东1注,共6注。"
2022073,2022-06-28,星期二,"06,10,14,15,26,29",12,6,8211585,141,170828,352213628,1902372906,"河北1注,辽宁1注,河南1注,广西1注,陕西2注,共6注。"
2022072,2022-06-26,星期日,"05,14,15,16,18,32",12,7,7505272,95,230748,385506202,1879381753,"北京1注,山西1注,上海1注,山东1注,重庆1注,广东1注,贵州1注,共7注。"
2022071,2022-06-23,星期四,"04,07,15,18,29,33",01,8,7659663,141,188628,354289328,1866155263,"北京2注,辽宁1注,上海1注,福建1注,江西1注,广东1注,甘肃1注,共8注。"
2022070,2022-06-21,星期二,"04,06,09,27,28,33",02,9,7137010,226,106377,356598990,1847642672,"上海1注,福建1注,河南3注,广东1注,广西1注,陕西1注,甘肃1注,共9注。"
2022069,2022-06-19,星期日,"06,07,13,19,26,29",08,20,5516327,216,59760,380359658,1839751672,"浙江3注,福建1注,重庆1注,湖北2注,湖南3注,广东1注,广西4注,海南1注,四川1注,贵州1注,云南1注,陕西1注,共20注。"
2022068,2022-06-16,星期四,"07,12,15,24,26,29",06,7,7414434,170,124272,354071622,1911353650,"江苏1注,浙江1注,福建1注,四川1注,贵州1注,云南2注,共7注。"
2022067,2022-06-14,星期二,"01,05,13,21,26,29",15,10,6787147,147,151968,347891686,1899875782,"辽宁1注,浙江3注,山东1注,重庆1注,湖北1注,广东1注,贵州1注,云南1注,共10注。"
2022066,2022-06-12,星期日,"06,11,14,20,27,30",09,33,5152928,281,22449,370987262,1900729226,"北京1注,山西1注,内蒙古1注,辽宁3注,黑龙江1注,江苏3注,浙江4注,安徽1注,福建4注,山东3注,河南2注,湖北2注,广东4注,广西2注,云南1注,共33注。"
2022065,2022-06-09,星期四,"09,14,18,23,28,31",02,4,9202821,143,146951,348395414,2051850948,"天津1注,河北1注,安徽1注,山东1注,共4注。"
2022064,2022-06-07,星期二,"04,06,12,13,17,31",16,12,6498426,81,277486,340689068,2025619908,"福建1注,山东1注,重庆1注,河南1注,广东5注,广西1注,云南2注,共12注。"
2022063,2022-06-05,星期日,"06,08,09,17,22,31",11,20,5417818,181,57709,360023818,2036171824,"河北3注,山西1注,吉林1注,江苏2注,浙江1注,安徽3注,江西1注,山东1注,河南2注,四川2注,贵州1注,陕西2注,共20注。"
2022062,2022-06-02,星期四,"16,18,20,21,23,33",05,5,8563331,69,322765,329515310,2113191829,"内蒙古1注,黑龙江1注,浙江1注,广西1注,深圳1注,共5注。"
2022061,2022-05-31,星期二,"01,03,16,18,29,33",06,3,10000000,64,389348,331252342,2089196019,"浙江1注,山东1注,陕西1注,共3注。"
2022060,2022-05-29,星期日,"16,18,19,24,28,32",01,3,10000000,80,370919,361140396,2044441141,"浙江1注,福建1注,广东1注,共3注。"
2022059,2022-05-26,星期四,"06,09,18,19,29,33",06,20,5714126,216,82653,340378840,1985420373,"河北1注,内蒙古1注,黑龙江1注,湖北3注,湖南5注,广东1注,云南1注,宁夏5注,深圳2注,共20注。"
2022058,2022-05-24,星期二,"06,13,14,23,31,33",01,10,6841671,126,182705,336926030,2046143432,"北京1注,河北1注,内蒙古1注,江苏2注,浙江1注,福建1注,四川2注,陕西1注,共10注。"
2022057,2022-05-22,星期日,"12,15,20,26,30,33",16,3,10000000,78,304574,378857894,2045497453,"上海1注,安徽1注,贵州1注,共3注。"
2022056,2022-05-19,星期四,"01,06,11,14,17,26",15,6,8799261,162,175891,352329270,2004226992,"浙江1注,安徽1注,福建1注,山东1注,贵州1注,云南1注,共6注。"
2022055,2022-05-17,星期二,"02,04,09,26,28,33",03,4,9562440,77,296262,350153658,1971539174,"内蒙古1注,浙江2注,四川1注,共4注。"
2022054,2022-05-15,星期日,"08,12,21,27,28,33",11,21,5000000,92,6000,391678014,1941352325,"辽宁1注,浙江2注,安徽2注,福建1注,山东1注,重庆1注,河南5注,湖南2注,海南1注,四川1注,云南3注,新疆1注,共21注。"
2022053,2022-05-12,星期四,"10,14,18,23,27,33",15,4,10000000,81,366853,356510652,2046352325,"北京1注,浙江1注,江西1注,陕西1注,共4注。"
2022052,2022-05-10,星期二,"07,24,27,29,31,32",15,4,10000000,61,467706,359187786,1997206997,"河北1注,山西1注,云南1注,陕西1注,共4注。"
